Vaccinated As of,State,First Dose Administered,Second Dose Administered,Total Doses Administered
18/09/2021,Total,601046450.0,203325881.0,804372331.0
19/09/2021,Andaman and Nicobar Islands,286313.0,131393.0,417706.0
19/09/2021,Andhra Pradesh,25390426.0,11778820.0,37169246.0
19/09/2021,Arunachal Pradesh,744261.0,329318.0,1073579.0
19/09/2021,Assam,17424256.0,4580328.0,22004584.0
19/09/2021,Bihar,40756767.0,9345863.0,50102630.0
19/09/2021,Chandigarh,874988.0,396511.0,1271499.0
19/09/2021,Chhattisgarh,12038691.0,4202834.0,16241525.0
19/09/2021,Dadra and Nagar Haveli and Daman and Diu,635180.0,216846.0,852026.0
19/09/2021,Delhi,11203425.0,4801807.0,16005232.0
19/09/2021,Goa,1199656.0,559777.0,1759433.0
19/09/2021,Gujarat,39956774.0,16748118.0,56704892.0
19/09/2021,Haryana,15433941.0,5513373.0,20947314.0
19/09/2021,Himachal Pradesh,5614837.0,2215899.0,7830736.0
19/09/2021,Jammu and Kashmir,7204844.0,2895227.0,10100071.0
19/09/2021,Jharkhand,12577611.0,3494878.0,16072489.0
19/09/2021,Karnataka,37414550.0,14588418.0,52002968.0
19/09/2021,Kerala,23807401.0,9833623.0,33641024.0
19/09/2021,Ladakh,200754.0,128241.0,328995.0
19/09/2021,Lakshadweep,54337.0,37141.0,91478.0
19/09/2021,Madhya Pradesh,45129801.0,12421275.0,57551076.0
19/09/2021,Maharashtra,52766279.0,20673908.0,73440187.0
19/09/2021,Manipur,1214276.0,412294.0,1626570.0
19/09/2021,Meghalaya,1057602.0,402231.0,1459833.0
19/09/2021,Mizoram,684563.0,362438.0,1047001.0
19/09/2021,Nagaland,675073.0,295380.0,970453.0
19/09/2021,Odisha,20357819.0,7156403.0,27514222.0
19/09/2021,Puducherry,670139.0,250889.0,921028.0
19/09/2021,Punjab,13420326.0,4388568.0,17808894.0
19/09/2021,Rajasthan,39326657.0,14249452.0,53576109.0
19/09/2021,Sikkim,514426.0,309417.0,823843.0
19/09/2021,Tamil Nadu,33726820.0,9276680.0,43003500.0
19/09/2021,Telangana,15973614.0,6052369.0,22025983.0
19/09/2021,Tripura,2483504.0,1158811.0,3642315.0
19/09/2021,Uttar Pradesh,77546189.0,16663030.0,94209219.0
19/09/2021,Uttarakhand,7220478.0,2736051.0,9956529.0
19/09/2021,West Bengal,36177522.0,14735459.0,50912981.0
19/09/2021,Miscellaneous,1902673.0,1558301.0,3460974.0
19/09/2021,Total,603666773.0,204901371.0,808568144.0
20/09/2021,Andaman and Nicobar Islands,286761.0,134854.0,421615.0
20/09/2021,Andhra Pradesh,25757902.0,12228899.0,37986801.0
20/09/2021,Arunachal Pradesh,745454.0,340361.0,1085815.0
20/09/2021,Assam,17586145.0,4733884.0,22320029.0
20/09/2021,Bihar,41383492.0,9582026.0,50965518.0
20/09/2021,Chandigarh,878370.0,401790.0,1280160.0
20/09/2021,Chhattisgarh,12239771.0,4388616.0,16628387.0
20/09/2021,Dadra and Nagar Haveli and Daman and Diu,636358.0,222963.0,859321.0
20/09/2021,Delhi,11314869.0,4901345.0,16216214.0
20/09/2021,Goa,1202543.0,574456.0,1776999.0
20/09/2021,Gujarat,40133242.0,16967583.0,57100825.0
20/09/2021,Haryana,15617841.0,5594722.0,21212563.0
20/09/2021,Himachal Pradesh,5622191.0,2290761.0,7912952.0
20/09/2021,Jammu and Kashmir,7250151.0,2945579.0,10195730.0
20/09/2021,Jharkhand,12699077.0,3561537.0,16260614.0
20/09/2021,Karnataka,37564264.0,14775537.0,52339801.0
20/09/2021,Kerala,24003365.0,9978689.0,33982054.0
20/09/2021,Ladakh,201226.0,129257.0,330483.0
20/09/2021,Lakshadweep,54427.0,37855.0,92282.0
20/09/2021,Madhya Pradesh,45462416.0,12778098.0,58240514.0
20/09/2021,Maharashtra,53277645.0,21051146.0,74328791.0
20/09/2021,Manipur,1215273.0,418725.0,1633998.0
20/09/2021,Meghalaya,1059268.0,411244.0,1470512.0
20/09/2021,Mizoram,686094.0,372751.0,1058845.0
20/09/2021,Nagaland,676490.0,304110.0,980600.0
20/09/2021,Odisha,20593106.0,7354299.0,27947405.0
20/09/2021,Puducherry,673644.0,258794.0,932438.0
20/09/2021,Punjab,13492893.0,4443866.0,17936759.0
20/09/2021,Rajasthan,39412560.0,14334862.0,53747422.0
20/09/2021,Sikkim,514548.0,312429.0,826977.0
20/09/2021,Tamil Nadu,33850889.0,9359425.0,43210314.0
20/09/2021,Telangana,16298384.0,6136270.0,22434654.0
20/09/2021,Tripura,2485131.0,1193704.0,3678835.0
20/09/2021,Uttar Pradesh,78733864.0,17084035.0,95817899.0
20/09/2021,Uttarakhand,7243882.0,2787816.0,10031698.0
20/09/2021,West Bengal,36811951.0,14995078.0,51807029.0
20/09/2021,Miscellaneous,1902673.0,1558301.0,3460974.0
20/09/2021,Total,609568160.0,208945667.0,818513827.0
21/09/2021,Andaman and Nicobar Islands,287185.0,138962.0,426147.0
21/09/2021,Andhra Pradesh,25955345.0,12425253.0,38380598.0
21/09/2021,Arunachal Pradesh,746444.0,349197.0,1095641.0
21/09/2021,Assam,17735880.0,4859429.0,22595309.0
21/09/2021,Bihar,41759930.0,9764961.0,51524891.0
21/09/2021,Chandigarh,881183.0,406655.0,1287838.0
21/09/2021,Chhattisgarh,12351793.0,4505912.0,16857705.0
21/09/2021,Dadra and Nagar Haveli and Daman and Diu,637598.0,229417.0,867015.0
21/09/2021,Delhi,11413942.0,4998448.0,16412390.0
21/09/2021,Goa,1205186.0,588347.0,1793533.0
21/09/2021,Gujarat,40263741.0,17117927.0,57381668.0
21/09/2021,Haryana,15811554.0,5687094.0,21498648.0
21/09/2021,Himachal Pradesh,5627468.0,2364779.0,7992247.0
21/09/2021,Jammu and Kashmir,7301238.0,2997646.0,10298884.0
21/09/2021,Jharkhand,12820331.0,3627565.0,16447896.0
21/09/2021,Karnataka,37701020.0,14972570.0,52673590.0
21/09/2021,Kerala,24124621.0,10092744.0,34217365.0
21/09/2021,Ladakh,201904.0,130135.0,332039.0
21/09/2021,Lakshadweep,54481.0,38410.0,92891.0
21/09/2021,Madhya Pradesh,45741066.0,12972123.0,58713189.0
21/09/2021,Maharashtra,53696818.0,21360302.0,75057120.0
21/09/2021,Manipur,1215841.0,423130.0,1638971.0
21/09/2021,Meghalaya,1060881.0,417957.0,1478838.0
21/09/2021,Mizoram,687871.0,383502.0,1071373.0
21/09/2021,Nagaland,677807.0,311031.0,988838.0
21/09/2021,Odisha,20816182.0,7496747.0,28312929.0
21/09/2021,Puducherry,676620.0,264903.0,941523.0
21/09/2021,Punjab,13538780.0,4475199.0,18013979.0
21/09/2021,Rajasthan,39481260.0,14420440.0,53901700.0
21/09/2021,Sikkim,515147.0,326453.0,841600.0
21/09/2021,Tamil Nadu,33929171.0,9430672.0,43359843.0
21/09/2021,Telangana,16694917.0,6276040.0,22970957.0
21/09/2021,Tripura,2486766.0,1225080.0,3711846.0
21/09/2021,Uttar Pradesh,79440480.0,17389284.0,96829764.0
21/09/2021,Uttarakhand,7262791.0,2836302.0,10099093.0
21/09/2021,West Bengal,37684269.0,15262471.0,52946740.0
21/09/2021,Miscellaneous,1902715.0,1558441.0,3461156.0
21/09/2021,Total,614390226.0,212125528.0,826515754.0
22/09/2021,Andaman and Nicobar Islands,287532.0,142453.0,429985.0
22/09/2021,Andhra Pradesh,26024860.0,12509779.0,38534639.0
22/09/2021,Arunachal Pradesh,747590.0,357555.0,1105145.0
22/09/2021,Assam,17818370.0,4927877.0,22746247.0
22/09/2021,Bihar,41941731.0,9869566.0,51811297.0
22/09/2021,Chandigarh,883985.0,412106.0,1296091.0
22/09/2021,Chhattisgarh,12478668.0,4636719.0,17115387.0
22/09/2021,Dadra and Nagar Haveli and Daman and Diu,638610.0,234786.0,873396.0
22/09/2021,Delhi,11500638.0,5088168.0,16588806.0
22/09/2021,Goa,1207684.0,603513.0,1811197.0
22/09/2021,Gujarat,40568740.0,17465224.0,58033964.0
22/09/2021,Haryana,15903906.0,5743225.0,21647131.0
22/09/2021,Himachal Pradesh,5632996.0,2428302.0,8061298.0
22/09/2021,Jammu and Kashmir,7364395.0,3053977.0,10418372.0
22/09/2021,Jharkhand,12955561.0,3698915.0,16654476.0
22/09/2021,Karnataka,38178089.0,15540709.0,53718798.0
22/09/2021,Kerala,24235033.0,10198187.0,34433220.0
22/09/2021,Ladakh,202465.0,131059.0,333524.0
22/09/2021,Lakshadweep,54560.0,38896.0,93456.0
22/09/2021,Madhya Pradesh,45985252.0,13188327.0,59173579.0
22/09/2021,Maharashtra,54361465.0,21803462.0,76164927.0
22/09/2021,Manipur,1216639.0,429011.0,1645650.0
22/09/2021,Meghalaya,1062258.0,424932.0,1487190.0
22/09/2021,Mizoram,689432.0,393509.0,1082941.0
22/09/2021,Nagaland,679036.0,320497.0,999533.0
22/09/2021,Odisha,21038022.0,7669038.0,28707060.0
22/09/2021,Puducherry,679622.0,271195.0,950817.0
22/09/2021,Punjab,13570662.0,4496921.0,18067583.0
22/09/2021,Rajasthan,39525987.0,14485390.0,54011377.0
22/09/2021,Sikkim,515750.0,339422.0,855172.0
22/09/2021,Tamil Nadu,34015521.0,9492744.0,43508265.0
22/09/2021,Telangana,16812778.0,6312182.0,23124960.0
22/09/2021,Tripura,2487528.0,1240244.0,3727772.0
22/09/2021,Uttar Pradesh,79970763.0,17634231.0,97604994.0
22/09/2021,Uttarakhand,7278318.0,2877911.0,10156229.0
22/09/2021,West Bengal,38095804.0,15458360.0,53554164.0
22/09/2021,Miscellaneous,1902750.0,1558657.0,3461407.0
22/09/2021,Total,618513000.0,215477049.0,833990049.0
23/09/2021,Andaman and Nicobar Islands,287854.0,144530.0,432384.0
23/09/2021,Andhra Pradesh,26157271.0,12660529.0,38817800.0
23/09/2021,Arunachal Pradesh,748706.0,366774.0,1115480.0
23/09/2021,Assam,17928465.0,5032915.0,22961380.0
23/09/2021,Bihar,42108173.0,9983216.0,52091389.0
23/09/2021,Chandigarh,885927.0,415722.0,1301649.0
23/09/2021,Chhattisgarh,12613660.0,4770505.0,17384165.0
23/09/2021,Dadra and Nagar Haveli and Daman and Diu,639888.0,240933.0,880821.0
23/09/2021,Delhi,11586343.0,5190550.0,16776893.0
23/09/2021,Goa,1209915.0,615835.0,1825750.0
23/09/2021,Gujarat,40742081.0,17628651.0,58370732.0
23/09/2021,Haryana,15992934.0,5796379.0,21789313.0
23/09/2021,Himachal Pradesh,5636538.0,2475473.0,8112011.0
23/09/2021,Jammu and Kashmir,7441156.0,3116463.0,10557619.0
23/09/2021,Jharkhand,13049217.0,3756187.0,16805404.0
23/09/2021,Karnataka,38271800.0,15677221.0,53949021.0
23/09/2021,Kerala,24341295.0,10331760.0,34673055.0
23/09/2021,Ladakh,202848.0,132008.0,334856.0
23/09/2021,Lakshadweep,54576.0,39315.0,93891.0
23/09/2021,Madhya Pradesh,46362905.0,13518826.0,59881731.0
23/09/2021,Maharashtra,54812576.0,22108614.0,76921190.0
23/09/2021,Manipur,1217411.0,434132.0,1651543.0
23/09/2021,Meghalaya,1063908.0,431973.0,1495881.0
23/09/2021,Mizoram,690706.0,402479.0,1093185.0
23/09/2021,Nagaland,679956.0,326310.0,1006266.0
23/09/2021,Odisha,21272105.0,7832873.0,29104978.0
23/09/2021,Puducherry,682803.0,277135.0,959938.0
23/09/2021,Punjab,13876483.0,4632092.0,18508575.0
23/09/2021,Rajasthan,39544905.0,14512093.0,54056998.0
23/09/2021,Sikkim,516318.0,351985.0,868303.0
23/09/2021,Tamil Nadu,34118728.0,9580398.0,43699126.0
23/09/2021,Telangana,17185597.0,6443755.0,23629352.0
23/09/2021,Tripura,2489252.0,1271721.0,3760973.0
23/09/2021,Uttar Pradesh,80885097.0,17998110.0,98883207.0
23/09/2021,Uttarakhand,7294328.0,2923712.0,10218040.0
23/09/2021,West Bengal,38407873.0,15635624.0,54043497.0
23/09/2021,Miscellaneous,1902795.0,1558835.0,3461630.0
23/09/2021,Total,622902393.0,218615633.0,841518026.0
24/09/2021,Andaman and Nicobar Islands,288184.0,146201.0,434385.0
24/09/2021,Andhra Pradesh,26211367.0,12719386.0,38930753.0
24/09/2021,Arunachal Pradesh,749994.0,376197.0,1126191.0
24/09/2021,Assam,18022615.0,5140291.0,23162906.0
24/09/2021,Bihar,42390257.0,10146829.0,52537086.0
24/09/2021,Chandigarh,888315.0,421039.0,1309354.0
24/09/2021,Chhattisgarh,12725313.0,4875275.0,17600588.0
24/09/2021,Dadra and Nagar Haveli and Daman and Diu,640953.0,247438.0,888391.0
24/09/2021,Delhi,11657446.0,5281839.0,16939285.0
24/09/2021,Goa,1212471.0,628250.0,1840721.0
24/09/2021,Gujarat,41003530.0,17908922.0,58912452.0
24/09/2021,Haryana,16110488.0,5883958.0,21994446.0
24/09/2021,Himachal Pradesh,5641906.0,2528224.0,8170130.0
24/09/2021,Jammu and Kashmir,7518522.0,3186371.0,10704893.0
24/09/2021,Jharkhand,13173931.0,3822026.0,16995957.0
24/09/2021,Karnataka,38425093.0,15872944.0,54298037.0
24/09/2021,Kerala,24424425.0,10445703.0,34870128.0
24/09/2021,Ladakh,203237.0,132780.0,336017.0
24/09/2021,Lakshadweep,54593.0,39540.0,94133.0
24/09/2021,Madhya Pradesh,46615736.0,13673906.0,60289642.0
24/09/2021,Maharashtra,55096837.0,22368897.0,77465734.0
24/09/2021,Manipur,1218379.0,442429.0,1660808.0
24/09/2021,Meghalaya,1065290.0,439020.0,1504310.0
24/09/2021,Mizoram,691910.0,411646.0,1103556.0
24/09/2021,Nagaland,681076.0,332792.0,1013868.0
24/09/2021,Odisha,21461038.0,7951587.0,29412625.0
24/09/2021,Puducherry,685880.0,282969.0,968849.0
24/09/2021,Punjab,14007615.0,4695696.0,18703311.0
24/09/2021,Rajasthan,39787655.0,14762534.0,54550189.0
24/09/2021,Sikkim,516877.0,362554.0,879431.0
24/09/2021,Tamil Nadu,34221002.0,9702501.0,43923503.0
24/09/2021,Telangana,17522521.0,6575871.0,24098392.0
24/09/2021,Tripura,2489764.0,1281243.0,3771007.0
24/09/2021,Uttar Pradesh,81451866.0,18264565.0,99716431.0
24/09/2021,Uttarakhand,7307760.0,2962316.0,10270076.0
24/09/2021,West Bengal,39108233.0,15881712.0,54989945.0
24/09/2021,Miscellaneous,1902795.0,1558835.0,3461630.0
24/09/2021,Total,627174874.0,221754286.0,848929160.0
25/09/2021,Andaman and Nicobar Islands,288494.0,148044.0,436538.0
25/09/2021,Andhra Pradesh,26240263.0,12755810.0,38996073.0
25/09/2021,Arunachal Pradesh,751045.0,383577.0,1134622.0
25/09/2021,Assam,18108928.0,5243412.0,23352340.0
25/09/2021,Bihar,42784538.0,10358032.0,53142570.0
25/09/2021,Chandigarh,891311.0,428679.0,1319990.0
25/09/2021,Chhattisgarh,12832830.0,4990533.0,17823363.0
25/09/2021,Dadra and Nagar Haveli and Daman and Diu,642216.0,255477.0,897693.0
25/09/2021,Delhi,11739928.0,5409223.0,17149151.0
25/09/2021,Goa,1215672.0,644827.0,1860499.0
25/09/2021,Gujarat,41251330.0,18160764.0,59412094.0
25/09/2021,Haryana,16219439.0,5982955.0,22202394.0
25/09/2021,Himachal Pradesh,5646349.0,2576464.0,8222813.0
25/09/2021,Jammu and Kashmir,7592040.0,3252355.0,10844395.0
25/09/2021,Jharkhand,13265776.0,3879256.0,17145032.0
25/09/2021,Karnataka,38516701.0,16065826.0,54582527.0
25/09/2021,Kerala,24494078.0,10570799.0,35064877.0
25/09/2021,Ladakh,203581.0,133410.0,336991.0
25/09/2021,Lakshadweep,54687.0,40053.0,94740.0
25/09/2021,Madhya Pradesh,46901620.0,13946321.0,60847941.0
25/09/2021,Maharashtra,55412765.0,22690017.0,78102782.0
25/09/2021,Manipur,1219483.0,450816.0,1670299.0
25/09/2021,Meghalaya,1066150.0,444274.0,1510424.0
25/09/2021,Mizoram,692643.0,413301.0,1105944.0
25/09/2021,Nagaland,681468.0,334869.0,1016337.0
25/09/2021,Odisha,21631807.0,8055219.0,29687026.0
25/09/2021,Puducherry,689225.0,291020.0,980245.0
25/09/2021,Punjab,14280942.0,4858030.0,19138972.0
25/09/2021,Rajasthan,39956439.0,14945315.0,54901754.0
25/09/2021,Sikkim,517068.0,365971.0,883039.0
25/09/2021,Tamil Nadu,34320092.0,9832376.0,44152468.0
25/09/2021,Telangana,17895086.0,6729407.0,24624493.0
25/09/2021,Tripura,2490974.0,1303467.0,3794441.0
25/09/2021,Uttar Pradesh,81602185.0,18687479.0,100289664.0
25/09/2021,Uttarakhand,7319604.0,3000525.0,10320129.0
25/09/2021,West Bengal,39511522.0,16063488.0,55575010.0
25/09/2021,Miscellaneous,1902806.0,1559051.0,3461857.0
25/09/2021,Total,630831085.0,225250442.0,856081527.0
26/09/2021,Andaman and Nicobar Islands,288523.0,148108.0,436631.0
26/09/2021,Andhra Pradesh,26331281.0,12825194.0,39156475.0
26/09/2021,Arunachal Pradesh,751290.0,385774.0,1137064.0
26/09/2021,Assam,18150848.0,5276754.0,23427602.0
26/09/2021,Bihar,42944235.0,10436129.0,53380364.0
26/09/2021,Chandigarh,892804.0,432190.0,1324994.0
26/09/2021,Chhattisgarh,12864022.0,5035377.0,17899399.0
26/09/2021,Dadra and Nagar Haveli and Daman and Diu,642337.0,256092.0,898429.0
26/09/2021,Delhi,11749447.0,5421597.0,17171044.0
26/09/2021,Goa,1217302.0,654581.0,1871883.0
26/09/2021,Gujarat,41318268.0,18214246.0,59532514.0
26/09/2021,Haryana,16273989.0,6026036.0,22300025.0
26/09/2021,Himachal Pradesh,5646719.0,2580536.0,8227255.0
26/09/2021,Jammu and Kashmir,7648256.0,3295466.0,10943722.0
26/09/2021,Jharkhand,13347697.0,3929764.0,17277461.0
26/09/2021,Karnataka,38531913.0,16088421.0,54620334.0
26/09/2021,Kerala,24521633.0,10590340.0,35111973.0
26/09/2021,Ladakh,203581.0,133410.0,336991.0
26/09/2021,Lakshadweep,54728.0,40192.0,94920.0
26/09/2021,Madhya Pradesh,47084580.0,14037105.0,61121685.0
26/09/2021,Maharashtra,55543151.0,22783101.0,78326252.0
26/09/2021,Manipur,1219634.0,451505.0,1671139.0
26/09/2021,Meghalaya,1066267.0,444518.0,1510785.0
26/09/2021,Mizoram,692897.0,413332.0,1106229.0
26/09/2021,Nagaland,681792.0,336958.0,1018750.0
26/09/2021,Odisha,21650844.0,8065779.0,29716623.0
26/09/2021,Puducherry,690460.0,293671.0,984131.0
26/09/2021,Punjab,14354368.0,4909368.0,19263736.0
26/09/2021,Rajasthan,39960405.0,14949889.0,54910294.0
26/09/2021,Sikkim,517083.0,366159.0,883242.0
26/09/2021,Tamil Nadu,35449125.0,10700326.0,46149451.0
26/09/2021,Telangana,17963636.0,6743032.0,24706668.0
26/09/2021,Tripura,2491018.0,1304077.0,3795095.0
26/09/2021,Uttar Pradesh,81608288.0,18701290.0,100309578.0
26/09/2021,Uttarakhand,7324133.0,3016086.0,10340219.0
26/09/2021,West Bengal,39636898.0,16097103.0,55734001.0
26/09/2021,Miscellaneous,1902834.0,1559219.0,3462053.0
26/09/2021,Total,633216286.0,226942725.0,860159011.0
27/09/2021,Andaman and Nicobar Islands,288878.0,149622.0,438500.0
27/09/2021,Andhra Pradesh,26636348.0,13100141.0,39736489.0
27/09/2021,Arunachal Pradesh,752573.0,396113.0,1148686.0
27/09/2021,Assam,18252621.0,5382121.0,23634742.0
27/09/2021,Bihar,43229272.0,10585429.0,53814701.0
27/09/2021,Chandigarh,895064.0,436655.0,1331719.0
27/09/2021,Chhattisgarh,12923827.0,5097851.0,18021678.0
27/09/2021,Dadra and Nagar Haveli and Daman and Diu,643397.0,262123.0,905520.0
27/09/2021,Delhi,11840383.0,5536668.0,17377051.0
27/09/2021,Goa,1220106.0,668230.0,1888336.0
27/09/2021,Gujarat,41570847.0,18487944.0,60058791.0
27/09/2021,Haryana,16339480.0,6083764.0,22423244.0
27/09/2021,Himachal Pradesh,5651396.0,2627833.0,8279229.0
27/09/2021,Jammu and Kashmir,7720991.0,3358364.0,11079355.0
27/09/2021,Jharkhand,13433518.0,3983426.0,17416944.0
27/09/2021,Karnataka,38647205.0,16273469.0,54920674.0
27/09/2021,Kerala,24544949.0,10629914.0,35174863.0
27/09/2021,Ladakh,203901.0,134157.0,338058.0
27/09/2021,Lakshadweep,54767.0,40881.0,95648.0
27/09/2021,Madhya Pradesh,47728554.0,14656081.0,62384635.0
27/09/2021,Maharashtra,56168912.0,23209551.0,79378463.0
27/09/2021,Manipur,1220725.0,461120.0,1681845.0
27/09/2021,Meghalaya,1067855.0,452529.0,1520384.0
27/09/2021,Mizoram,693977.0,419676.0,1113653.0
27/09/2021,Nagaland,683278.0,345311.0,1028589.0
27/09/2021,Odisha,21698089.0,8109323.0,29807412.0
27/09/2021,Puducherry,694530.0,301113.0,995643.0
27/09/2021,Punjab,14396251.0,4932450.0,19328701.0
27/09/2021,Rajasthan,40042426.0,15060224.0,55102650.0
27/09/2021,Sikkim,517475.0,372746.0,890221.0
27/09/2021,Tamil Nadu,35590465.0,10817810.0,46408275.0
27/09/2021,Telangana,18211771.0,6839392.0,25051163.0
27/09/2021,Tripura,2492448.0,1331076.0,3823524.0
27/09/2021,Uttar Pradesh,84271713.0,19671679.0,103943392.0
27/09/2021,Uttarakhand,7334465.0,3049787.0,10384252.0
27/09/2021,West Bengal,40049336.0,16270043.0,56319379.0
27/09/2021,Miscellaneous,1902869.0,1559358.0,3462227.0
27/09/2021,Total,639614662.0,231093974.0,870708636.0
28/09/2021,Andaman and Nicobar Islands,289147.0,150661.0,439808.0
28/09/2021,Andhra Pradesh,26823104.0,13239125.0,40062229.0
28/09/2021,Arunachal Pradesh,753757.0,403423.0,1157180.0
28/09/2021,Assam,18338787.0,5460229.0,23799016.0
28/09/2021,Bihar,43391149.0,10680410.0,54071559.0
28/09/2021,Chandigarh,897312.0,441328.0,1338640.0
28/09/2021,Chhattisgarh,12974099.0,5155958.0,18130057.0
28/09/2021,Dadra and Nagar Haveli and Daman and Diu,644388.0,267739.0,912127.0
28/09/2021,Delhi,11921965.0,5635787.0,17557752.0
28/09/2021,Goa,1222366.0,680322.0,1902688.0
28/09/2021,Gujarat,41715024.0,18639015.0,60354039.0
28/09/2021,Haryana,16410426.0,6145233.0,22555659.0
28/09/2021,Himachal Pradesh,5655422.0,2668787.0,8324209.0
28/09/2021,Jammu and Kashmir,7791854.0,3425292.0,11217146.0
28/09/2021,Jharkhand,13507050.0,4028528.0,17535578.0
28/09/2021,Karnataka,38730476.0,16414252.0,55144728.0
28/09/2021,Kerala,24610976.0,10761410.0,35372386.0
28/09/2021,Ladakh,204333.0,135080.0,339413.0
28/09/2021,Lakshadweep,54776.0,41093.0,95869.0
28/09/2021,Madhya Pradesh,47890680.0,14749585.0,62640265.0
28/09/2021,Maharashtra,56541838.0,23567637.0,80109475.0
28/09/2021,Manipur,1221560.0,468375.0,1689935.0
28/09/2021,Meghalaya,1069206.0,459479.0,1528685.0
28/09/2021,Mizoram,695394.0,426710.0,1122104.0
28/09/2021,Nagaland,684749.0,352747.0,1037496.0
28/09/2021,Odisha,21802532.0,8210821.0,30013353.0
28/09/2021,Puducherry,697291.0,306555.0,1003846.0
28/09/2021,Punjab,14446728.0,4966852.0,19413580.0
28/09/2021,Rajasthan,40135849.0,15199776.0,55335625.0
28/09/2021,Sikkim,517794.0,379040.0,896834.0
28/09/2021,Tamil Nadu,35714117.0,10932685.0,46646802.0
28/09/2021,Telangana,18304448.0,6889840.0,25194288.0
28/09/2021,Tripura,2493464.0,1353671.0,3847135.0
28/09/2021,Uttar Pradesh,85114937.0,20101555.0,105216492.0
28/09/2021,Uttarakhand,7343596.0,3080236.0,10423832.0
28/09/2021,West Bengal,40350088.0,16421238.0,56771326.0
28/09/2021,Miscellaneous,1902879.0,1559455.0,3462334.0
28/09/2021,Total,642863561.0,233799929.0,876663490.0
29/09/2021,Andaman and Nicobar Islands,289464.0,152144.0,441608.0
29/09/2021,Andhra Pradesh,27224534.0,13599095.0,40823629.0
29/09/2021,Arunachal Pradesh,754746.0,410636.0,1165382.0
29/09/2021,Assam,18402839.0,5507795.0,23910634.0
29/09/2021,Bihar,43441833.0,10719041.0,54160874.0
29/09/2021,Chandigarh,899124.0,445090.0,1344214.0
29/09/2021,Chhattisgarh,13018404.0,5204244.0,18222648.0
29/09/2021,Dadra and Nagar Haveli and Daman and Diu,645092.0,271374.0,916466.0
29/09/2021,Delhi,11993231.0,5716816.0,17710047.0
29/09/2021,Goa,1224184.0,690461.0,1914645.0
29/09/2021,Gujarat,41825958.0,18758685.0,60584643.0
29/09/2021,Haryana,16486940.0,6208157.0,22695097.0
29/09/2021,Himachal Pradesh,5658695.0,2702531.0,8361226.0
29/09/2021,Jammu and Kashmir,7853933.0,3482680.0,11336613.0
29/09/2021,Jharkhand,13563326.0,4067529.0,17630855.0
29/09/2021,Karnataka,39176687.0,17038279.0,56214966.0
29/09/2021,Kerala,24648964.0,10855893.0,35504857.0
29/09/2021,Ladakh,204742.0,136734.0,341476.0
29/09/2021,Lakshadweep,54806.0,41352.0,96158.0
29/09/2021,Madhya Pradesh,48095796.0,14925458.0,63021254.0
29/09/2021,Maharashtra,57091306.0,23914352.0,81005658.0
29/09/2021,Manipur,1223296.0,476745.0,1700041.0
29/09/2021,Meghalaya,1070474.0,465682.0,1536156.0
29/09/2021,Mizoram,696273.0,434973.0,1131246.0
29/09/2021,Nagaland,685994.0,360879.0,1046873.0
29/09/2021,Odisha,22016349.0,8371879.0,30388228.0
29/09/2021,Puducherry,699583.0,311583.0,1011166.0
29/09/2021,Punjab,14479337.0,4994027.0,19473364.0
29/09/2021,Rajasthan,40294094.0,15447589.0,55741683.0
29/09/2021,Sikkim,518116.0,384336.0,902452.0
29/09/2021,Tamil Nadu,35834757.0,11036819.0,46871576.0
29/09/2021,Telangana,18357955.0,6920355.0,25278310.0
29/09/2021,Tripura,2494132.0,1365537.0,3859669.0
29/09/2021,Uttar Pradesh,85574378.0,20372369.0,105946747.0
29/09/2021,Uttarakhand,7351418.0,3105481.0,10456899.0
29/09/2021,West Bengal,40720078.0,16540656.0,57260734.0
29/09/2021,Miscellaneous,1902903.0,1559581.0,3462484.0
29/09/2021,Total,646473741.0,236996837.0,883470578.0
30/09/2021,Andaman and Nicobar Islands,289728.0,153214.0,442942.0
30/09/2021,Andhra Pradesh,27390525.0,13706333.0,41096858.0
30/09/2021,Arunachal Pradesh,755872.0,417765.0,1173637.0
30/09/2021,Assam,18470750.0,5552229.0,24022979.0
30/09/2021,Bihar,43549451.0,10803062.0,54352513.0
30/09/2021,Chandigarh,900985.0,449059.0,1350044.0
30/09/2021,Chhattisgarh,13084430.0,5279100.0,18363530.0
30/09/2021,Dadra and Nagar Haveli and Daman and Diu,645819.0,276491.0,922310.0
30/09/2021,Delhi,12068732.0,5810576.0,17879308.0
30/09/2021,Goa,1225782.0,698900.0,1924682.0
30/09/2021,Gujarat,42022310.0,19003089.0,61025399.0
30/09/2021,Haryana,16607328.0,6324180.0,22931508.0
30/09/2021,Himachal Pradesh,5661779.0,2731107.0,8392886.0
30/09/2021,Jammu and Kashmir,7939446.0,3540782.0,11480228.0
30/09/2021,Jharkhand,13617294.0,4106235.0,17723529.0
30/09/2021,Karnataka,39259907.0,17177792.0,56437699.0
30/09/2021,Kerala,24695552.0,10943387.0,35638939.0
30/09/2021,Ladakh,205284.0,137943.0,343227.0
30/09/2021,Lakshadweep,54818.0,41585.0,96403.0
30/09/2021,Madhya Pradesh,48428086.0,15188410.0,63616496.0
30/09/2021,Maharashtra,57633028.0,24261937.0,81894965.0
30/09/2021,Manipur,1223626.0,479279.0,1702905.0
